"","osmid","lat","lon","id","missing_neighbors","downtown","demand","supply"
"1",42421728,40.7980478,-73.9600437,1,FALSE,FALSE,0,0
"2",42421731,40.7986542,-73.9614745,2,FALSE,FALSE,0,0
"3",42421737,40.7992437,-73.9628734,3,FALSE,FALSE,0,0
"4",42421741,40.8004295,-73.9656909,4,FALSE,FALSE,0,0
"5",42421745,40.8013981,-73.9679955,5,FALSE,FALSE,0,0
"6",42421749,40.8016452,-73.9685741,6,FALSE,FALSE,0,0
"7",42421751,40.8022679,-73.9700504,7,FALSE,FALSE,0,0
"8",42421769,40.7826383,-73.9750067,8,FALSE,FALSE,0,0
"9",42421772,40.783828,-73.9778254,9,FALSE,FALSE,0,0
"10",42421775,40.7845691,-73.9795827,10,FALSE,FALSE,0,0
"11",42421776,40.7850352,-73.9806732,11,FALSE,FALSE,0,0
"12",42421778,40.7855915,-73.9820041,12,FALSE,FALSE,0,0
"13",42421783,40.8593291,-73.9313239,13,FALSE,FALSE,0,0
"14",42421785,40.858744,-73.930122,14,FALSE,FALSE,0,0
"15",42421786,40.859012,-73.927625,15,FALSE,FALSE,0,0
"16",42421791,40.859944,-73.926786,16,FALSE,FALSE,0,0
"17",42421800,40.7839869,-73.9703125,17,FALSE,FALSE,0,0
"18",42421803,40.7851818,-73.9731496,18,FALSE,FALSE,0,0
"19",42421806,40.7863627,-73.9759753,19,FALSE,FALSE,0,0
"20",42421809,40.7870877,-73.9776927,20,FALSE,FALSE,0,0
"21",42421810,40.7875711,-73.9788225,21,FALSE,FALSE,0,0
"22",42421820,40.788486,-73.9810702,22,FALSE,FALSE,0,0
"23",42421828,40.725326,-73.976212,23,FALSE,TRUE,0,0
"24",42421852,40.8126219,-73.9568234,24,FALSE,FALSE,0,0
"25",42421857,40.8138307,-73.9598214,25,FALSE,FALSE,0,0
"26",42421865,40.814184,-73.9606929,26,FALSE,FALSE,0,0
"27",42421877,40.7328569,-73.9959291,27,FALSE,TRUE,0,0
"28",42421889,40.7341463,-73.9991816,28,FALSE,TRUE,0,0
"29",42421941,40.7042693,-74.0087265,29,FALSE,TRUE,0,0
"30",42421946,40.7038639,-74.008386,30,FALSE,TRUE,0,0
"31",42421951,40.7033264,-74.0077746,31,FALSE,TRUE,0,0
"32",42421960,40.7041084,-74.0089696,32,FALSE,TRUE,0,0
"33",42421965,40.7032048,-74.0079952,33,FALSE,TRUE,0,0
"34",42421969,40.7692956,-73.9810586,34,FALSE,TRUE,0,0
"35",42421972,40.7697925,-73.982236,35,FALSE,TRUE,0,0
"36",42421974,40.7704797,-73.9838597,36,FALSE,TRUE,0,0
"37",42421982,40.7716605,-73.986677,37,FALSE,TRUE,0,0
"38",42421985,40.7728633,-73.9895402,38,FALSE,TRUE,0,0
"39",42421993,40.787235,-73.9679404,39,FALSE,FALSE,0,0
"40",42421996,40.7884325,-73.9707862,40,FALSE,FALSE,0,0
"41",42422000,40.7896131,-73.9736025,41,FALSE,FALSE,0,0
"42",42422006,40.7902583,-73.9751294,42,FALSE,FALSE,0,0
"43",42422016,40.7908218,-73.9764487,43,FALSE,FALSE,0,0
"44",42422018,40.7917878,-73.978619,44,FALSE,FALSE,0,0
"45",42422026,40.7115841,-74.0157844,45,FALSE,TRUE,0,0
"46",42422028,40.7110047,-74.0143969,46,FALSE,TRUE,0,0
"47",42422038,40.7096669,-74.0116583,47,FALSE,TRUE,0,0
"48",42422042,40.7091731,-74.0105706,48,FALSE,TRUE,0,0
"49",42422050,40.7086249,-74.0093797,49,FALSE,TRUE,0,0
"50",42422053,40.7077288,-74.0082757,50,FALSE,TRUE,0,0
"51",42422086,40.8016439,-73.9333873,51,FALSE,FALSE,0,0
"52",42422110,40.8021471,-73.9337706,52,FALSE,FALSE,0,0
"53",42422168,40.8021545,-73.9328935,53,FALSE,FALSE,0,0
"54",42422258,40.748197,-74.00742,54,FALSE,TRUE,0,0
"55",42422270,40.7062566,-74.0027542,55,FALSE,TRUE,0,0
"56",42422283,40.7094916,-74.001657,56,FALSE,TRUE,0,0
"57",42422399,40.7879993,-73.9827522,57,TRUE,FALSE,0,0
"58",42422449,40.8007075,-73.9311515,58,FALSE,FALSE,0,0
"59",42422509,40.7381466,-73.9736517,59,FALSE,TRUE,0,0
"60",42422592,40.7849764,-73.9826519,60,FALSE,FALSE,0,0
"61",42422899,40.7456883,-73.9721236,61,FALSE,TRUE,0,0
"62",42423020,40.7460792,-73.9749383,62,FALSE,TRUE,0,0
"63",42423039,40.7163982,-73.9757407,63,FALSE,TRUE,0,0
"64",42423051,40.718847,-73.9748036,64,FALSE,TRUE,0,0
"65",42423070,40.7835314,-73.9853322,65,FALSE,FALSE,0,0
"66",42423101,40.8442415,-73.9337078,66,FALSE,FALSE,0,0
"67",42423116,40.846152,-73.932313,67,FALSE,FALSE,0,0
"68",42423170,40.8026802,-73.9326159,68,FALSE,FALSE,0,0
"69",42423189,40.8033683,-73.9329255,69,FALSE,FALSE,0,0
"70",42423203,40.802694,-73.9334099,70,FALSE,FALSE,0,0
"71",42423295,40.7132542,-73.9775923,71,FALSE,TRUE,0,0
"72",42423296,40.7124667,-73.9777769,72,FALSE,TRUE,0,0
"73",42423307,40.71075,-73.9814926,73,TRUE,TRUE,0,0
"74",42423456,40.7237914,-74.006113,74,FALSE,TRUE,0,0
"75",42423514,40.724504,-74.007029,75,TRUE,TRUE,0,0
"76",42423549,40.721087,-73.9747151,76,FALSE,TRUE,0,0
"77",42423564,40.7589831,-73.9645095,77,FALSE,TRUE,0,0
"78",42423565,40.7596426,-73.9640002,78,FALSE,TRUE,0,0
"79",42423579,40.7595738,-73.960551,79,FALSE,FALSE,0,0
"80",42423674,40.766876,-73.979076,80,FALSE,TRUE,0,0
"81",42423752,40.7620775,-73.9619964,81,FALSE,FALSE,0,0
"82",42423774,40.738339,-73.9738156,82,FALSE,TRUE,0,0
"83",42423832,40.7587817,-73.998505,83,FALSE,TRUE,0,0
"84",42423836,40.7593876,-73.9969538,84,FALSE,TRUE,0,0
"85",42423847,40.7588687,-73.9992001,85,TRUE,TRUE,0,0
"86",42423885,40.7577433,-73.9968456,86,FALSE,TRUE,0,0
"87",42424025,40.7828748,-73.9437833,87,FALSE,FALSE,0,0
"88",42424032,40.780311,-73.9856862,88,FALSE,FALSE,0,0
"89",42424089,40.7606212,-73.9643559,89,FALSE,TRUE,0,0
"90",42424117,40.7944866,-73.9318124,90,FALSE,FALSE,0,0
"91",42424133,40.793757,-73.9322765,91,TRUE,FALSE,0,0
"92",42424142,40.769641,-73.9484005,92,FALSE,FALSE,0,0
"93",42424145,40.7687032,-73.9491341,93,FALSE,FALSE,0,0
"94",42424218,40.7693848,-73.9950304,94,FALSE,TRUE,0,85
"95",42424225,40.7794865,-73.9735934,95,FALSE,FALSE,0,0
"96",42424235,40.8171783,-73.9344659,96,FALSE,FALSE,0,0
"97",42424258,40.7217241,-74.0067668,97,FALSE,TRUE,0,0
"98",42424334,40.7211998,-74.0079995,98,FALSE,TRUE,0,0
"99",42424347,40.7209099,-74.0078146,99,FALSE,TRUE,0,0
"100",42424354,40.7208183,-74.0075453,100,FALSE,TRUE,0,0
"101",42424408,40.7219848,-74.0082309,101,FALSE,TRUE,0,0
"102",42424439,40.7916758,-73.964694,102,FALSE,FALSE,0,0
"103",42424531,40.8295918,-73.9352393,103,FALSE,FALSE,0,0
"104",42424551,40.8305218,-73.9355839,104,FALSE,FALSE,0,0
"105",42424576,40.8304127,-73.9363638,105,FALSE,FALSE,0,0
"106",42424610,40.7206456,-74.008466,106,FALSE,TRUE,0,0
"107",42424619,40.7237633,-74.007929,107,FALSE,TRUE,0,0
"108",42424630,40.7244054,-74.0070994,108,FALSE,TRUE,0,0
"109",42424641,40.7146195,-73.9768477,109,FALSE,TRUE,0,0
"110",42424672,40.7593001,-73.9592658,110,FALSE,FALSE,0,0
"111",42424679,40.8202619,-73.9594899,111,FALSE,FALSE,0,0
"112",42424698,40.8232976,-73.9570228,112,TRUE,FALSE,0,0
"113",42424701,40.8197265,-73.9601312,113,FALSE,FALSE,0,0
"114",42424703,40.8186803,-73.9610583,114,FALSE,FALSE,0,0
"115",42424706,40.8180007,-73.9618103,115,FALSE,FALSE,0,0
"116",42424757,40.8069238,-73.9355669,116,FALSE,FALSE,0,0
"117",42424758,40.80669,-73.9349387,117,FALSE,FALSE,0,0
"118",42424789,40.7576654,-73.9948115,118,FALSE,TRUE,0,0
"119",42424851,40.784623,-73.9698495,119,FALSE,FALSE,0,0
"120",42424864,40.7244132,-74.0059302,120,FALSE,TRUE,0,0
"121",42424937,40.8105617,-73.967223,121,TRUE,FALSE,0,0
"122",42425088,40.8176607,-73.9610256,122,FALSE,FALSE,0,0
"123",42425100,40.715649,-73.977917,123,FALSE,TRUE,0,0
"124",42425127,40.7917218,-73.9529821,124,FALSE,FALSE,0,0
"125",42425188,40.7856025,-73.9841323,125,FALSE,FALSE,0,0
"126",42425232,40.7923773,-73.9641772,126,FALSE,FALSE,0,0
"127",42425242,40.8203291,-73.9596517,127,FALSE,FALSE,0,0
"128",42425348,40.7954937,-73.9760092,128,FALSE,FALSE,0,0
"129",42425417,40.8282864,-73.9348645,129,TRUE,FALSE,0,0
"130",42425425,40.8158343,-73.9344443,130,FALSE,FALSE,0,0
"131",42425484,40.814759,-73.9343888,131,FALSE,FALSE,0,0
"132",42425570,40.7942085,-73.9628541,132,FALSE,FALSE,0,0
"133",42425681,40.7993152,-73.929126,133,FALSE,FALSE,0,0
"134",42425747,40.8034625,-73.9312143,134,FALSE,FALSE,0,0
"135",42425758,40.8310238,-73.93598,135,FALSE,FALSE,0,0
"136",42425780,40.8668739,-73.930985,136,FALSE,FALSE,0,0
"137",42425955,40.7143955,-74.0005026,137,FALSE,TRUE,0,0
"138",42425959,40.8692662,-73.9318334,138,FALSE,FALSE,0,0
"139",42426060,40.7239092,-74.0075216,139,FALSE,TRUE,0,0
"140",42426089,40.723454,-74.0074947,140,FALSE,TRUE,0,0
"141",42426135,40.8039382,-73.9323444,141,FALSE,FALSE,0,0
"142",42426374,40.7982188,-73.952396,142,FALSE,FALSE,0,0
"143",42426665,40.8337341,-73.9376003,143,FALSE,FALSE,0,0
"144",42426747,40.7024415,-74.0128371,144,FALSE,TRUE,0,0
"145",42426799,40.8025637,-73.9303673,145,FALSE,FALSE,0,0
"146",42426805,40.7923959,-73.9367868,146,FALSE,FALSE,0,0
"147",42426810,40.834924,-73.9354669,147,FALSE,FALSE,0,0
"148",42426816,40.7472955,-73.9758273,148,FALSE,TRUE,0,0
"149",42426851,40.74693,-73.9692725,149,FALSE,TRUE,0,0
"150",42426865,40.7374172,-73.974504,150,FALSE,TRUE,0,0
"151",42426875,40.7369776,-73.9749044,151,FALSE,TRUE,0,0
"152",42426957,40.806301,-73.9348501,152,FALSE,FALSE,0,0
"153",42426968,40.8179047,-73.9342503,153,FALSE,FALSE,0,0
"154",42426971,40.8188825,-73.9343644,154,FALSE,FALSE,0,0
"155",42427009,40.7904084,-73.9367296,155,FALSE,FALSE,0,0
"156",42427016,40.847737,-73.9311538,156,FALSE,FALSE,0,0
"157",42427030,40.7652696,-73.9521462,157,FALSE,FALSE,0,0
"158",42427036,40.7665323,-73.9510157,158,FALSE,FALSE,0,0
"159",42427086,40.8353715,-73.9441039,159,FALSE,FALSE,0,0
"160",42427112,40.8363811,-73.9445746,160,FALSE,FALSE,0,0
"161",42427115,40.8370771,-73.9442977,161,FALSE,FALSE,0,0
"162",42427122,40.8377866,-73.9440172,162,FALSE,FALSE,0,0
"163",42427126,40.8384634,-73.9437512,163,FALSE,FALSE,0,0
"164",42427128,40.839174,-73.943465,164,FALSE,FALSE,0,0
"165",42427133,40.8401941,-73.9430682,165,FALSE,FALSE,0,0
"166",42427136,40.8421541,-73.9422847,166,FALSE,FALSE,0,0
"167",42427139,40.8428216,-73.9420178,167,FALSE,FALSE,0,0
"168",42427143,40.8434507,-73.9416342,168,FALSE,FALSE,0,0
"169",42427146,40.8440509,-73.9411456,169,FALSE,FALSE,0,0
"170",42427150,40.844695,-73.9408022,170,FALSE,FALSE,0,0
"171",42427152,40.8453757,-73.9405244,171,FALSE,FALSE,0,0
"172",42427156,40.8460446,-73.9402488,172,FALSE,FALSE,0,0
"173",42427159,40.8465308,-73.9400565,173,FALSE,FALSE,0,0
"174",42427164,40.8472122,-73.9397798,174,FALSE,FALSE,0,0
"175",42427168,40.847842,-73.9395229,175,FALSE,FALSE,0,0
"176",42427185,40.8499781,-73.9386594,176,FALSE,FALSE,0,0
"177",42427190,40.850909,-73.938284,177,FALSE,FALSE,0,0
"178",42427196,40.852128,-73.937819,178,FALSE,FALSE,0,0
"179",42427206,40.85338,-73.937435,179,FALSE,FALSE,0,0
"180",42427212,40.8551136,-73.9369042,180,FALSE,FALSE,0,0
"181",42427216,40.857109,-73.935602,181,FALSE,FALSE,0,0
"182",42427236,40.7116883,-74.0058474,182,FALSE,TRUE,0,0
"183",42427242,40.7101781,-74.0042431,183,FALSE,TRUE,0,0
"184",42427249,40.7070101,-74.0064417,184,FALSE,TRUE,0,0
"185",42427251,40.7063813,-74.0056937,185,FALSE,TRUE,0,0
"186",42427254,40.7060012,-74.0052076,186,FALSE,TRUE,0,0
"187",42427256,40.705408,-74.0044743,187,FALSE,TRUE,0,0
"188",42427278,40.7135883,-74.0035657,188,FALSE,TRUE,0,0
"189",42427300,40.7151641,-74.0021258,189,FALSE,TRUE,0,0
"190",42427305,40.7157533,-74.0016876,190,FALSE,TRUE,0,0
"191",42427307,40.71693,-74.000818,191,FALSE,TRUE,0,0
"192",42427311,40.717619,-74.000274,192,FALSE,TRUE,0,0
"193",42427316,40.718016,-73.9999554,193,FALSE,TRUE,0,0
"194",42427319,40.7186723,-73.9994292,194,FALSE,TRUE,0,0
"195",42427322,40.718913,-73.999234,195,FALSE,TRUE,0,0
"196",42427324,40.7198029,-73.9985112,196,FALSE,TRUE,0,0
"197",42427327,40.7208344,-73.9976561,197,FALSE,TRUE,0,0
"198",42427335,40.7152425,-73.9842337,198,FALSE,TRUE,0,0
"199",42427337,40.7161377,-73.9836386,199,FALSE,TRUE,0,0
"200",42427340,40.7166776,-73.9833624,200,FALSE,TRUE,0,2
"201",42427345,40.717175,-73.9831071,201,FALSE,TRUE,0,0
"202",42427346,40.7183141,-73.9825206,202,FALSE,TRUE,0,0
"203",42427352,40.7194618,-73.9819415,203,FALSE,TRUE,0,0
"204",42427358,40.7206496,-73.9813453,204,FALSE,TRUE,0,0
"205",42427369,40.7396792,-73.9909583,205,FALSE,TRUE,0,0
"206",42427371,40.7410305,-73.9941671,206,FALSE,TRUE,0,0
"207",42427374,40.742228,-73.997007,207,FALSE,TRUE,0,0
"208",42427381,40.7434264,-73.9998513,208,FALSE,TRUE,0,0
"209",42427386,40.7446399,-74.0027323,209,FALSE,TRUE,0,0
"210",42427390,40.745816,-74.005535,210,FALSE,TRUE,0,0
"211",42427393,40.746795,-74.0078599,211,FALSE,TRUE,0,0
"212",42427411,40.7081724,-74.0166109,212,FALSE,TRUE,0,0
"213",42427412,40.708457,-74.017398,213,FALSE,TRUE,0,0
"214",42427423,40.7435682,-73.9923179,214,FALSE,TRUE,0,0
"215",42427426,40.744765,-73.9951595,215,FALSE,TRUE,0,0
"216",42427427,40.7459612,-73.998,216,FALSE,TRUE,0,0
"217",42427477,40.7471747,-74.0008813,217,FALSE,TRUE,0,0
"218",42427483,40.748355,-74.003684,218,FALSE,TRUE,0,0
"219",42427494,40.7502334,-74.0082779,219,FALSE,TRUE,0,0
"220",42427504,40.8716544,-73.9112343,220,FALSE,FALSE,0,0
"221",42427507,40.8722414,-73.9126036,221,FALSE,FALSE,0,0
"222",42427519,40.8123183,-73.9522263,222,FALSE,FALSE,0,0
"223",42427523,40.81294,-73.95177,223,FALSE,FALSE,0,0
"224",42427531,40.813567,-73.951322,224,FALSE,FALSE,0,0
"225",42427538,40.814187,-73.95086,225,FALSE,FALSE,0,0
"226",42427649,40.8179231,-73.9497399,226,FALSE,FALSE,0,0
"227",42427735,40.8214875,-73.9485312,227,FALSE,FALSE,0,0
"228",42427742,40.714251,-73.9808938,228,FALSE,TRUE,0,0
"229",42427744,40.7135531,-73.9808346,229,FALSE,TRUE,0,0
"230",42427750,40.7115207,-73.9806225,230,FALSE,TRUE,0,0
"231",42427762,40.7636536,-73.9734832,231,FALSE,TRUE,19,0
"232",42427764,40.7639136,-73.9741072,232,FALSE,TRUE,0,0
"233",42427768,40.855598,-73.927319,233,FALSE,FALSE,0,0
"234",42427769,40.856182,-73.928716,234,FALSE,FALSE,0,0
"235",42427773,40.8566083,-73.9297266,235,FALSE,FALSE,0,0
"236",42427780,40.857841,-73.932043,236,FALSE,FALSE,0,0
"237",42427782,40.8581161,-73.932977,237,FALSE,FALSE,0,0
"238",42427786,40.745301,-73.986846,238,FALSE,TRUE,0,0
"239",42427787,40.7460483,-73.9886101,239,FALSE,TRUE,0,0
"240",42427797,40.7466658,-73.9900676,240,FALSE,TRUE,0,0
"241",42427805,40.7478717,-73.9929242,241,FALSE,TRUE,0,0
"242",42427812,40.7490537,-73.9957298,242,FALSE,TRUE,0,0
"243",42427821,40.7514485,-74.0014254,243,FALSE,TRUE,0,0
"244",42427824,40.7526474,-74.0042757,244,FALSE,TRUE,0,0
"245",42427828,40.7537821,-74.0070387,245,FALSE,TRUE,0,0
"246",42427834,40.8134253,-73.9371434,246,FALSE,FALSE,0,0
"247",42427844,40.8621121,-73.9300037,247,FALSE,FALSE,0,0
"248",42427846,40.8622107,-73.9296676,248,FALSE,FALSE,0,0
"249",42427849,40.8626215,-73.9286059,249,FALSE,FALSE,0,0
"250",42427852,40.862926,-73.927766,250,FALSE,FALSE,0,0
"251",42427855,40.863238,-73.926923,251,FALSE,FALSE,0,0
"252",42427859,40.8635745,-73.9260124,252,FALSE,FALSE,0,0
"253",42427863,40.864403,-73.923767,253,FALSE,FALSE,0,0
"254",42427867,40.8651,-73.921884,254,FALSE,FALSE,0,0
"255",42427870,40.865797,-73.919996,255,FALSE,FALSE,0,0
"256",42427873,40.866315,-73.918596,256,FALSE,FALSE,0,0
"257",42427877,40.866813,-73.917205,257,FALSE,FALSE,0,0
"258",42427881,40.8272063,-73.9424535,258,FALSE,FALSE,0,0
"259",42427883,40.827823,-73.941997,259,FALSE,FALSE,0,0
"260",42427888,40.828447,-73.94154,260,FALSE,FALSE,0,0
"261",42427891,40.829083,-73.941078,261,FALSE,FALSE,0,0
"262",42427894,40.8302773,-73.9402064,262,FALSE,FALSE,0,0
"263",42427915,40.7820388,-73.9717224,263,FALSE,FALSE,0,0
"264",42427956,40.7045596,-74.0094849,264,FALSE,TRUE,0,0
"265",42427965,40.7599137,-73.9588108,265,FALSE,FALSE,0,0
"266",42427968,40.7605391,-73.9583585,266,FALSE,FALSE,0,0
"267",42427970,40.7611816,-73.9579018,267,FALSE,FALSE,0,0
"268",42427972,40.7617963,-73.9574532,268,FALSE,FALSE,0,0
"269",42427975,40.7624248,-73.9569931,269,FALSE,FALSE,0,0
"270",42427979,40.7630517,-73.9565342,270,FALSE,FALSE,0,0
"271",42427985,40.7636731,-73.9560793,271,FALSE,FALSE,0,0
"272",42427991,40.7642988,-73.9556211,272,FALSE,FALSE,0,0
"273",42427996,40.7649207,-73.9551666,273,FALSE,FALSE,0,0
"274",42428003,40.7655447,-73.9547105,274,FALSE,FALSE,0,0
"275",42428005,40.7661832,-73.9542439,275,FALSE,FALSE,0,0
"276",42428007,40.7668593,-73.9537482,276,FALSE,FALSE,0,0
"277",42428010,40.7675409,-73.9532494,277,FALSE,FALSE,0,0
"278",42428012,40.7681722,-73.9527922,278,FALSE,FALSE,0,0
"279",42428013,40.768811,-73.9523297,279,FALSE,FALSE,0,0
"280",42428014,40.7694509,-73.9518664,280,FALSE,FALSE,0,0
"281",42428015,40.770088,-73.951405,281,FALSE,FALSE,0,0
"282",42428016,40.7707171,-73.950941,282,FALSE,FALSE,0,0
"283",42428020,40.771399,-73.9504381,283,FALSE,FALSE,0,0
"284",42428022,40.7720762,-73.9499354,284,FALSE,FALSE,0,0
"285",42428024,40.7727093,-73.9494733,285,FALSE,FALSE,0,0
"286",42428027,40.7733435,-73.9490103,286,FALSE,FALSE,0,0
"287",42428029,40.7739755,-73.9485489,287,FALSE,FALSE,0,0
"288",42428032,40.7746144,-73.9480825,288,FALSE,FALSE,0,0
"289",42428034,40.775245,-73.9476222,289,FALSE,FALSE,0,0
"290",42428037,40.775932,-73.9471206,290,FALSE,FALSE,0,0
"291",42428039,40.7766022,-73.9466326,291,FALSE,FALSE,0,0
"292",42428043,40.7772288,-73.9461764,292,FALSE,FALSE,0,0
"293",42428045,40.777874,-73.9457066,293,FALSE,FALSE,0,0
"294",42428047,40.7784878,-73.9452597,294,FALSE,FALSE,0,0
"295",42428049,40.779149,-73.944779,295,FALSE,FALSE,0,0
"296",42428052,40.7797423,-73.9442883,296,FALSE,FALSE,0,0
"297",42428061,40.7812798,-73.9759984,297,FALSE,FALSE,0,0
"298",42428063,40.7824641,-73.9788209,298,FALSE,FALSE,0,0
"299",42428065,40.7832069,-73.9805809,299,FALSE,FALSE,0,0
"300",42428068,40.7836663,-73.9816706,300,FALSE,FALSE,0,0
"301",42428072,40.7843551,-73.9832997,301,FALSE,FALSE,0,0
"302",42428080,40.8474237,-73.9313827,302,FALSE,FALSE,0,0
"303",42428082,40.848038,-73.932849,303,FALSE,FALSE,0,0
"304",42428086,40.848626,-73.934239,304,FALSE,FALSE,0,0
"305",42428090,40.849145,-73.935471,305,FALSE,FALSE,0,0
"306",42428094,40.849541,-73.936397,306,FALSE,FALSE,0,0
"307",42428103,40.8501784,-73.9396399,307,FALSE,FALSE,0,0
"308",42428107,40.8503748,-73.9406064,308,FALSE,FALSE,0,0
"309",42428114,40.8482177,-73.9414166,309,FALSE,FALSE,0,0
"310",42428124,40.8513418,-73.9402247,310,FALSE,FALSE,0,0
"311",42428130,40.854677,-73.938652,311,FALSE,FALSE,0,0
"312",42428134,40.8556073,-73.937921,312,FALSE,FALSE,0,0
"313",42428144,40.8573519,-73.936584,313,FALSE,FALSE,0,0
"314",42428170,40.7371276,-73.9903368,314,FALSE,TRUE,0,0
"315",42428174,40.7378047,-73.9901393,315,FALSE,TRUE,0,0
"316",42428179,40.7384929,-73.9899534,316,FALSE,TRUE,0,0
"317",42428183,40.7391754,-73.9897504,317,FALSE,TRUE,0,0
"318",42428192,40.7398661,-73.9895652,318,FALSE,TRUE,0,0
"319",42428198,40.7406183,-73.9894381,319,FALSE,TRUE,0,0
"320",42428201,40.7413643,-73.9891378,320,FALSE,TRUE,0,0
"321",42428206,40.7422186,-73.9891071,321,FALSE,TRUE,0,0
"322",42428212,40.7430428,-73.9891631,322,FALSE,TRUE,0,0
"323",42428220,40.7445363,-73.9888917,323,FALSE,TRUE,0,0
"324",42428223,40.7452886,-73.9887531,324,FALSE,TRUE,0,0
"325",42428227,40.7467961,-73.9884727,325,FALSE,TRUE,0,0
"326",42428232,40.7475458,-73.9883326,326,FALSE,TRUE,0,0
"327",42428253,40.7506824,-73.9878205,327,FALSE,TRUE,0,0
"328",42428258,40.751444,-73.9876732,328,FALSE,TRUE,0,0
"329",42428264,40.7521844,-73.9875229,329,FALSE,TRUE,0,0
"330",42428268,40.7528837,-73.9873365,330,FALSE,TRUE,0,0
"331",42428272,40.7536222,-73.9870696,331,FALSE,TRUE,0,0
"332",42428277,40.7543353,-73.9868976,332,FALSE,TRUE,95,0
"333",42428283,40.7550539,-73.9866712,333,FALSE,TRUE,0,0
"334",42428287,40.7558193,-73.9864249,334,FALSE,TRUE,0,0
"335",42428297,40.7579634,-73.9855335,335,FALSE,TRUE,0,0
"336",42428303,40.759438,-73.9851371,336,FALSE,TRUE,0,0
"337",42428305,40.7601131,-73.9848206,337,FALSE,TRUE,99,0
"338",42428307,40.760804,-73.9845206,338,FALSE,TRUE,0,0
"339",42428308,40.7614503,-73.9840983,339,FALSE,TRUE,0,0
"340",42428310,40.7620858,-73.9836782,340,FALSE,TRUE,0,0
"341",42428312,40.7627381,-73.9832608,341,FALSE,TRUE,0,0
"342",42428313,40.763382,-73.9829033,342,FALSE,TRUE,0,0
"343",42428315,40.764058,-73.9825176,343,FALSE,TRUE,0,0
"344",42428321,40.7647849,-73.9822551,344,FALSE,TRUE,0,0
"345",42428328,40.7654683,-73.9820384,345,FALSE,TRUE,0,0
"346",42428329,40.7663007,-73.9818927,346,FALSE,TRUE,0,0
"347",42428332,40.7671354,-73.9817493,347,FALSE,TRUE,0,0
"348",42428365,40.7059044,-74.0132703,348,FALSE,TRUE,0,0
"349",42428368,40.7074486,-74.0119864,349,FALSE,TRUE,0,0
"350",42428371,40.7082982,-74.01129,350,FALSE,TRUE,0,0
"351",42428373,40.7085716,-74.0110652,351,FALSE,TRUE,0,0
"352",42428374,40.7088206,-74.0108604,352,FALSE,TRUE,0,0
"353",42428376,40.7098263,-74.0100172,353,FALSE,TRUE,0,0
"354",42428377,40.7103389,-74.0095729,354,FALSE,TRUE,0,0
"355",42428379,40.7104441,-74.009473,355,FALSE,TRUE,0,0
"356",42428385,40.710913,-74.0090985,356,FALSE,TRUE,0,0
"357",42428391,40.7113948,-74.0086548,357,FALSE,TRUE,0,0
"358",42428402,40.7146811,-74.0058866,358,FALSE,TRUE,0,0
"359",42428405,40.715236,-74.00542,359,FALSE,TRUE,0,0
"360",42428408,40.71576,-74.004976,360,FALSE,TRUE,0,0
"361",42428411,40.7162939,-74.0045248,361,FALSE,TRUE,37,0
"362",42428420,40.717449,-74.003533,362,FALSE,TRUE,0,0
"363",42428425,40.7180338,-74.003043,363,FALSE,TRUE,0,0
"364",42428428,40.7186389,-74.0025285,364,FALSE,TRUE,0,91
"365",42428431,40.719153,-74.002091,365,FALSE,TRUE,0,0
"366",42428433,40.7194058,-74.0018769,366,FALSE,TRUE,0,0
"367",42428434,40.719938,-74.001425,367,FALSE,TRUE,0,0
"368",42428436,40.7208548,-74.0006545,368,FALSE,TRUE,0,0
"369",42428438,40.7217891,-73.9998554,369,FALSE,TRUE,0,0
"370",42428441,40.723021,-73.998812,370,FALSE,TRUE,0,114
"371",42428444,40.724235,-73.997785,371,FALSE,TRUE,0,0
"372",42428447,40.7255012,-73.9967146,372,FALSE,TRUE,0,0
"373",42428454,40.727212,-73.99527,373,FALSE,TRUE,0,0
"374",42428458,40.7278276,-73.9947496,374,FALSE,TRUE,0,0
"375",42428460,40.728413,-73.994252,375,FALSE,TRUE,0,0
"376",42428464,40.729009,-73.993747,376,FALSE,TRUE,0,0
"377",42428468,40.729581,-73.993262,377,FALSE,TRUE,0,0
"378",42428471,40.73008,-73.992841,378,FALSE,TRUE,0,0
"379",42428473,40.7306021,-73.9923997,379,FALSE,TRUE,0,0
"380",42428476,40.731166,-73.991921,380,FALSE,TRUE,0,0
"381",42428480,40.7317445,-73.9914619,381,FALSE,TRUE,0,0
"382",42428483,40.732449,-73.991289,382,FALSE,TRUE,109,0
"383",42428489,40.733214,-73.991114,383,FALSE,TRUE,0,0
"384",42428491,40.7339814,-73.990953,384,FALSE,TRUE,0,0
"385",42428493,40.7347874,-73.9907352,385,FALSE,TRUE,0,0
"386",42428524,40.7040707,-74.0132054,386,FALSE,TRUE,0,0
"387",42428529,40.7050087,-74.0133273,387,FALSE,TRUE,0,0
"388",42428570,40.7689504,-73.9822001,388,FALSE,TRUE,0,0
"389",42428575,40.7706115,-73.9822476,389,FALSE,TRUE,0,0
"390",42428579,40.7714348,-73.9822603,390,FALSE,TRUE,0,0
"391",42428588,40.7726558,-73.9822863,391,FALSE,TRUE,0,0
"392",42428590,40.7730852,-73.9823112,392,FALSE,TRUE,0,0
"393",42428595,40.7739227,-73.9823188,393,FALSE,TRUE,0,0
